antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
employees| regulators| shareholders;customers;0.000122632;0.008461586;0.000122632;1;118.1811594;0.000121594;inf;0.991660023
regulators| shareholders;employees| customers;0.000245263;0.002513949;0.000122632;0.5;198.8902439;0.000122015;1.994972101;0.995216191
organization| methodology;analysis;0.000183948;0.010331719;0.000122632;0.666666667;64.52621167;0.000120731;2.969004844;0.984683552
research| methodology;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
ambiguity;uncertainty;0.000705132;0.00824698;0.000337237;0.47826087;57.9922418;0.000331422;1.900859955;0.983449776
optimization| evaluation;management;0.000521185;0.009779876;0.000245263;0.470588235;48.11801586;0.000240166;1.87041579;0.979728383
optimization| evaluation;analysis;0.000521185;0.010331719;0.000245263;0.470588235;45.54791412;0.000239879;1.86937342;0.978555106
optimization| analysis;evaluation;0.000459869;0.006499479;0.000245263;0.533333333;82.05786164;0.000242274;2.128929688;0.988267951
optimization| evaluation| analysis;management;0.000245263;0.009779876;0.000122632;0.5;51.12539185;0.000120233;1.980440248;0.980680773
optimization| evaluation| management;analysis;0.000245263;0.010331719;0.000122632;0.5;48.39465875;0.000120098;1.979336563;0.979576817
optimization| analysis| management;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
evaluation| analysis| management;optimization;0.000275921;0.003127108;0.000122632;0.444444444;142.1263617;0.000121769;1.794371206;0.993238063
study| optimization;analysis;0.000183948;0.010331719;0.00015329;0.833333333;80.65776459;0.000151389;5.938009688;0.987783638
study| optimization;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
research| optimization;analysis;0.000183948;0.010331719;0.000122632;0.666666667;64.52621167;0.000120731;2.969004844;0.984683552
research| optimization;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
cost| optimization;management;0.000459869;0.009779876;0.000183948;0.4;40.90031348;0.00017945;1.650366873;0.975999141
cost| management;optimization;0.000367895;0.003127108;0.000183948;0.5;159.8921569;0.000182797;1.993745785;0.994111513
organization| optimization;management;0.000367895;0.009779876;0.000214605;0.583333333;59.64629049;0.000211007;2.376528297;0.983596358
evaluation| construction;optimization;0.000275921;0.003127108;0.000122632;0.444444444;142.1263617;0.000121769;1.794371206;0.993238063
uncertainty| construction;optimization;0.000245263;0.003127108;0.000122632;0.5;159.8921569;0.000121865;1.993745785;0.993989574
optimization| simulation;evaluation;0.000367895;0.006499479;0.000183948;0.5;76.92924528;0.000181556;1.987001042;0.987364289
simulation| evaluation;optimization;0.000398553;0.003127108;0.000183948;0.461538462;147.5927602;0.000182701;1.851335371;0.99362061
optimization| simulation;management;0.000367895;0.009779876;0.000183948;0.5;51.12539185;0.00018035;1.980440248;0.98080108
simulation| management;optimization;0.000306579;0.003127108;0.000183948;0.6;191.8705882;0.000182989;2.492182231;0.995093229
simulation| construction;optimization;0.000183948;0.003127108;0.000122632;0.666666667;213.1895425;0.000122056;2.990618677;0.995492457
optimization| simulation| evaluation;management;0.000183948;0.009779876;0.00015329;0.833333333;85.20898642;0.000151491;5.941320743;0.988445971
optimization| simulation| management;evaluation;0.000183948;0.006499479;0.00015329;0.833333333;128.2154088;0.000152094;5.961003127;0.992383172
optimization| evaluation| management;simulation;0.000245263;0.00367895;0.00015329;0.625;169.8854167;0.000152387;2.656856133;0.994357559
simulation| evaluation| management;optimization;0.00015329;0.003127108;0.00015329;1;319.7843137;0.00015281;inf;0.997025726
optimization| simulation;evaluation| management;0.000367895;0.000919738;0.00015329;0.416666667;453.0277778;0.000152951;1.712709021;0.998159848
simulation| management;optimization| evaluation;0.000306579;0.000521185;0.00015329;0.5;959.3529412;0.00015313;1.998957631;0.999263984
optimization| simulation| evaluation;analysis;0.000183948;0.010331719;0.000122632;0.666666667;64.52621167;0.000120731;2.969004844;0.984683552
optimization| simulation| analysis;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
optimization| evaluation| analysis;simulation;0.000245263;0.00367895;0.000122632;0.5;135.9083333;0.000121729;1.992642099;0.992885618
simulation| evaluation| analysis;optimization;0.00015329;0.003127108;0.000122632;0.8;255.827451;0.000122152;4.984364461;0.996243829
sustainability| optimization;construction;0.000214605;0.007235269;0.000122632;0.571428571;78.97820823;0.000121079;2.316451039;0.987550213
sustainability| construction;optimization;0.000275921;0.003127108;0.000122632;0.444444444;142.1263617;0.000121769;1.794371206;0.993238063
risk| research;study;0.000214605;0.013274879;0.000122632;0.571428571;43.04585945;0.000119783;2.302358616;0.976978627
risk| study;investigation;0.000367895;0.007541848;0.00015329;0.416666667;55.24728997;0.000150515;1.701356832;0.982260934
risk| investigation;study;0.000183948;0.013274879;0.00015329;0.833333333;62.7752117;0.000150848;5.920350727;0.984251196
cost| analysis;benefit;0.000367895;0.000797106;0.00015329;0.416666667;522.724359;0.000152996;1.712919247;0.998454272
cost| benefit;analysis;0.000306579;0.010331719;0.00015329;0.5;48.39465875;0.000150122;1.979336563;0.979636899
benefit| analysis;cost;0.000183948;0.003893556;0.00015329;0.833333333;214.0288714;0.000152573;5.976638666;0.995510855
construction companies| Developers;engineers;0.00015329;0.021092648;0.000122632;0.8;37.92790698;0.000119398;4.894536759;0.973783461
architects| Developers;engineers;0.000122632;0.021092648;0.000122632;1;47.40988372;0.000120045;inf;0.979027412
assessment| investigation;study;0.000275921;0.013274879;0.00015329;0.555555556;41.85014113;0.000149627;2.220131522;0.976374621
assessment| investigation;evaluation;0.000275921;0.006499479;0.000122632;0.444444444;68.38155136;0.000120838;1.788300938;0.985648134
assessment| investigation;analysis;0.000275921;0.010331719;0.000122632;0.444444444;43.01747445;0.000119781;1.781402906;0.977023214
study| analysis| assessment;investigation;0.000183948;0.007541848;0.000122632;0.666666667;88.39566396;0.000121244;2.977374456;0.988869128
study| investigation| assessment;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
assessment| analysis| investigation;study;0.000122632;0.013274879;0.000122632;1;75.33025404;0.000121004;inf;0.98684614
assessment| investigation;study| analysis;0.000275921;0.002452634;0.000122632;0.444444444;181.2111111;0.000121955;1.79558526;0.994756049
assessment| management;evaluation;0.000459869;0.006499479;0.000214605;0.466666667;71.80062893;0.000211617;1.862813477;0.986526218
assessment| management;analysis;0.000459869;0.010331719;0.000183948;0.4;38.715727;0.000179196;1.649447136;0.9746189
assessment| evaluation| analysis;management;0.000245263;0.009779876;0.00015329;0.625;63.90673981;0.000150891;2.640586997;0.984593683
assessment| evaluation| management;analysis;0.000214605;0.010331719;0.00015329;0.714285714;69.13522679;0.000151072;3.463838985;0.985747141
assessment| analysis| management;evaluation;0.000183948;0.006499479;0.00015329;0.833333333;128.2154088;0.000152094;5.961003127;0.992383172
evaluation| analysis| management;assessment;0.000275921;0.003127108;0.00015329;0.555555556;177.6579521;0.000152427;2.242964008;0.99464565
| assessment;evaluation;0.000306579;0.006499479;0.000122632;0.4;61.54339623;0.000120639;1.655834202;0.984052993
assessment| safety;analysis;0.000214605;0.010331719;0.000122632;0.571428571;55.30818143;0.000120414;2.30922599;0.982130263
assessment| analysis;evaluation;0.000613158;0.006499479;0.000245263;0.4;61.54339623;0.000241278;1.655834202;0.984354868
researchers| assessment;evaluation;0.000275921;0.006499479;0.000122632;0.444444444;68.38155136;0.000120838;1.788300938;0.985648134
researchers| assessment;engineers;0.000275921;0.021092648;0.00015329;0.555555556;26.33882429;0.00014747;2.202541541;0.962298752
assessment| engineers;researchers;0.00015329;0.021644491;0.00015329;1;46.20113314;0.000149972;inf;0.978505504
researchers| assessment;scientists;0.000275921;0.008492244;0.000122632;0.444444444;52.33533895;0.000120288;1.784713962;0.981163176
assessment| scientists;researchers;0.000122632;0.021644491;0.000122632;1;46.20113314;0.000119977;inf;0.978475501
research| assessment;study;0.000183948;0.013274879;0.00015329;0.833333333;62.7752117;0.000150848;5.920350727;0.984251196
research| assessment;analysis;0.000183948;0.010331719;0.000122632;0.666666667;64.52621167;0.000120731;2.969004844;0.984683552
study| research| assessment;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
study| analysis| assessment;research;0.000183948;0.007879085;0.000122632;0.666666667;84.61219196;0.000121182;2.976362744;0.988363179
research| analysis| assessment;study;0.000122632;0.013274879;0.000122632;1;75.33025404;0.000121004;inf;0.98684614
research| assessment;study| analysis;0.000183948;0.002452634;0.000122632;0.666666667;271.8166667;0.000122181;2.992642099;0.996504354
assessment| simulation;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
assessment| organization;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
assessment| implementation;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
infrastructure| building;development;0.00015329;0.0061929;0.000122632;0.8;129.180198;0.000121682;4.969035502;0.992411002
building| development;infrastructure;0.00015329;0.003127108;0.000122632;0.8;255.827451;0.000122152;4.984364461;0.996243829
building| engineering;construction;0.000245263;0.007235269;0.00015329;0.625;86.38241525;0.000151515;2.647372616;0.988666053
performance| evaluation;method;0.000245263;0.001256975;0.000122632;0.5;397.7804878;0.000122323;1.997486051;0.997730757
performance| method;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
evaluation| method;performance;0.000275921;0.001778159;0.000122632;0.444444444;249.9463602;0.000122141;1.796799313;0.996274035
engineers| manufacturers;designers;0.000459869;0.002820529;0.000183948;0.4;141.8173913;0.00018265;1.661965786;0.993405515
designers| manufacturers;engineers;0.000275921;0.021092648;0.000183948;0.666666667;31.60658915;0.000178128;2.936722055;0.968628293
researchers| manufacturers;engineers;0.000183948;0.021092648;0.00015329;0.833333333;39.50823643;0.00014941;5.873444111;0.974868147
Customers| regulators;investors;0.000122632;0.009105402;0.000122632;1;109.8249158;0.000121515;inf;0.991016128
Customers| investors;regulators;0.000183948;0.005365136;0.000122632;0.666666667;124.2590476;0.000121645;2.983904593;0.992134797
government agencies responsible for infrastructure development;construction companies;0.00015329;0.004046845;0.000122632;0.8;197.6848485;0.000122011;4.979765773;0.995093981
researchers| environmental pollution;scientists;0.000122632;0.008492244;0.000122632;1;117.7545126;0.00012159;inf;0.991629362
scientists| environmental pollution;researchers;0.00015329;0.021644491;0.000122632;0.8;36.96090652;0.000119314;4.891777546;0.973093552
scientists| Researchers;policymakers;0.000827764;0.017658961;0.000337237;0.407407407;23.07085905;0.00032262;1.657700503;0.957447817
Researchers| policymakers;scientists;0.000827764;0.008492244;0.000337237;0.407407407;47.9740607;0.000330208;1.673169339;0.979966583
Researchers| Climate change;policymakers;0.000275921;0.017658961;0.000122632;0.444444444;25.16820988;0.000117759;1.76821387;0.960532368
earthquakes| building owners;engineers;0.000214605;0.021092648;0.000183948;0.857142857;40.63704319;0.000179421;6.852351462;0.97560128
researchers| earthquakes;engineers;0.000398553;0.021092648;0.000183948;0.461538462;21.88148479;0.000175541;1.817970796;0.954679753
earthquakes| policymakers;researchers;0.000306579;0.021644491;0.00015329;0.5;23.10056657;0.000146654;1.956711018;0.957004416
earthquakes| policymakers;engineers;0.000306579;0.021092648;0.000245263;0.8;37.92790698;0.000238797;4.894536759;0.973932777
researchers| earthquakes| engineers;policymakers;0.000183948;0.017658961;0.000122632;0.666666667;37.75231481;0.000119383;2.947023116;0.973690666
researchers| earthquakes| policymakers;engineers;0.00015329;0.021092648;0.000122632;0.8;37.92790698;0.000119398;4.894536759;0.973783461
earthquakes| engineers| policymakers;researchers;0.000245263;0.021644491;0.000122632;0.5;23.10056657;0.000117323;1.956711018;0.956945722
earthquakes| policymakers;researchers| engineers;0.000306579;0.004230793;0.000122632;0.4;94.54492754;0.000121335;1.659615345;0.989726447
earthquakes| scientists;engineers;0.000183948;0.021092648;0.000122632;0.666666667;31.60658915;0.000118752;2.936722055;0.968539188
earthquakes| architects;engineers;0.000122632;0.021092648;0.000122632;1;47.40988372;0.000120045;inf;0.979027412
accident| analysis;injury;0.000398553;0.001870133;0.000183948;0.461538462;246.7944515;0.000183202;1.853669753;0.996345141
analysis| injury;accident;0.000337237;0.002544607;0.000183948;0.545454545;214.3570646;0.000183089;2.194401864;0.995670664
investigation| injury;analysis;0.000214605;0.010331719;0.000122632;0.571428571;55.30818143;0.000120414;2.30922599;0.982130263
accident| investigation;injury;0.000183948;0.001870133;0.000122632;0.666666667;356.4808743;0.000122288;2.994389601;0.997378266
investigation| injury;accident;0.000214605;0.002544607;0.000122632;0.571428571;224.5645439;0.000122086;2.327395916;0.995760633
study| injury;investigation;0.000214605;0.007541848;0.00015329;0.714285714;94.70963995;0.000151671;3.473603532;0.989653798
investigation| injury;study;0.000214605;0.013274879;0.00015329;0.714285714;53.80732432;0.000150441;3.453537924;0.981625832
study| authors;analysis;0.000275921;0.010331719;0.000122632;0.444444444;43.01747445;0.000119781;1.781402906;0.977023214
authors| analysis;study;0.000214605;0.013274879;0.000122632;0.571428571;43.04585945;0.000119783;2.302358616;0.976978627
practitioners| authors;researchers;0.00015329;0.021644491;0.00015329;1;46.20113314;0.000149972;inf;0.978505504
suppliers;customers;0.003740266;0.008461586;0.001808817;0.483606557;57.15318365;0.001777169;1.920122009;0.986191782
suppliers| management;regulators;0.000337237;0.005365136;0.000183948;0.545454545;101.6664935;0.000182138;2.188196701;0.99049795
regulators| management;suppliers;0.000337237;0.003740266;0.000183948;0.545454545;145.8330849;0.000182686;2.191771415;0.993477883
suppliers| management;customers;0.000337237;0.008461586;0.000183948;0.545454545;64.46245059;0.000181094;2.181384512;0.984819211
suppliers| regulators| management;customers;0.000183948;0.008461586;0.000122632;0.666666667;78.78743961;0.000121075;2.974615243;0.987489268
suppliers| management| customers;regulators;0.000183948;0.005365136;0.000122632;0.666666667;124.2590476;0.000121645;2.983904593;0.992134797
regulators| management| customers;suppliers;0.000183948;0.003740266;0.000122632;0.666666667;178.2404372;0.000121944;2.988779202;0.99457255
suppliers| employees;customers;0.000919738;0.008461586;0.000766448;0.833333333;98.48429952;0.000758666;5.949230486;0.990757334
suppliers| customers;employees;0.001808817;0.005916978;0.000766448;0.423728814;71.61236498;0.000755745;1.72502642;0.987822722
suppliers| investors;customers;0.0005825;0.008461586;0.000459869;0.789473684;93.30091533;0.00045494;4.709807468;0.989858585
suppliers| investors;employees;0.0005825;0.005916978;0.000306579;0.526315789;88.95009545;0.000303133;2.098619712;0.989334029
suppliers| regulators;investors;0.000858422;0.009105402;0.000429211;0.5;54.91245791;0.000421395;1.981789196;0.982632709
suppliers| investors;regulators;0.0005825;0.005365136;0.000429211;0.736842105;137.3389474;0.000426086;3.779612484;0.99329734
suppliers| employees| investors;customers;0.000306579;0.008461586;0.000245263;0.8;94.54492754;0.000242669;4.957692072;0.989726447
customers| suppliers| investors;employees;0.000459869;0.005916978;0.000245263;0.533333333;90.13609672;0.000242542;2.130177904;0.989360642
suppliers| investors;employees| customers;0.0005825;0.002513949;0.000245263;0.421052632;167.4865212;0.000243799;1.722930451;0.99460873
suppliers| employees| regulators;investors;0.000398553;0.009105402;0.000214605;0.538461538;59.13649314;0.000210976;2.146938296;0.983481937
suppliers| employees| investors;regulators;0.000306579;0.005365136;0.000214605;0.7;130.472;0.000212961;3.315449547;0.992639843
suppliers| regulators| investors;employees;0.000429211;0.005916978;0.000214605;0.5;84.50259067;0.000212066;1.988166043;0.988590357
employees| regulators| investors;suppliers;0.000490527;0.003740266;0.000214605;0.4375;116.9702869;0.000212771;1.771128416;0.991937392
suppliers| employees| regulators| investors;customers;0.000214605;0.008461586;0.00015329;0.714285714;84.41511387;0.000151474;3.47038445;0.988365889
suppliers| employees| regulators| customers;investors;0.000337237;0.009105402;0.00015329;0.454545455;49.92041628;0.000150219;1.816640096;0.980298709
customers| suppliers| employees| investors;regulators;0.000245263;0.005365136;0.00015329;0.625;116.4928571;0.000151974;2.652359638;0.991659
customers| suppliers| regulators| investors;employees;0.000337237;0.005916978;0.00015329;0.454545455;76.82053698;0.000151294;1.82248554;0.987315607
suppliers| employees| investors;regulators| customers;0.000306579;0.001318291;0.00015329;0.5;379.2790698;0.000152885;1.997363419;0.997669284
suppliers| regulators| investors;customers;0.000429211;0.008461586;0.000337237;0.785714286;92.85662526;0.000333605;4.627179267;0.98965548
suppliers| regulators| customers;investors;0.000643816;0.009105402;0.000337237;0.523809524;57.52733686;0.000331375;2.080878656;0.983249992
customers| suppliers| investors;regulators;0.000459869;0.005365136;0.000337237;0.733333333;136.6849524;0.00033477;3.729880741;0.99314062
customers| regulators| investors;suppliers;0.000705132;0.003740266;0.000337237;0.47826087;127.8681397;0.0003346;1.909497823;0.992879555
suppliers| investors;regulators| customers;0.0005825;0.001318291;0.000337237;0.578947368;439.1652387;0.000336469;2.37186906;0.998304466
suppliers| companies;employees;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
suppliers| companies;customers;0.000183948;0.008461586;0.000122632;0.666666667;78.78743961;0.000121075;2.974615243;0.987489268
suppliers| regulators;customers;0.000858422;0.008461586;0.000643816;0.75;88.63586957;0.000636553;3.966153657;0.989567352
regulators| customers;suppliers;0.001318291;0.003740266;0.000643816;0.488372093;130.571483;0.000638886;1.947234934;0.993651281
suppliers| employees;regulators;0.000919738;0.005365136;0.000398553;0.433333333;80.76838095;0.000393618;1.755237996;0.988528104
suppliers| regulators;employees;0.000858422;0.005916978;0.000398553;0.464285714;78.46669134;0.000393474;1.85562164;0.988103949
employees| regulators;suppliers;0.00073579;0.003740266;0.000398553;0.541666667;144.8203552;0.000395801;2.173657601;0.993826141
suppliers| employees| regulators;customers;0.000398553;0.008461586;0.000337237;0.846153846;99.99944259;0.000333865;6.444999693;0.990394669
suppliers| employees| customers;regulators;0.000766448;0.005365136;0.000337237;0.44;82.01097143;0.000333125;1.776133686;0.988564193
suppliers| regulators| customers;employees;0.000643816;0.005916978;0.000337237;0.523809524;88.52652356;0.000333428;2.087574345;0.989340904
employees| regulators| customers;suppliers;0.000643816;0.003740266;0.000337237;0.523809524;140.0460578;0.000334829;2.092145441;0.993499123
employees| regulators;suppliers| customers;0.00073579;0.001808817;0.000337237;0.458333333;253.3884181;0.000335906;1.842814491;0.996786916
suppliers| communities;customers;0.000245263;0.008461586;0.000245263;1;118.1811594;0.000243188;inf;0.991781662
customers| communities;suppliers;0.0005825;0.003740266;0.000245263;0.421052632;112.5729077;0.000243085;1.720812268;0.991694531
suppliers| communities;employees;0.000245263;0.005916978;0.00015329;0.625;105.6282383;0.000151838;2.650888058;0.990775836
suppliers| communities;regulators;0.000245263;0.005365136;0.000122632;0.5;93.19428571;0.000121316;1.989269728;0.98951242
suppliers| employees| communities;customers;0.00015329;0.008461586;0.00015329;1;118.1811594;0.000151993;inf;0.99169043
customers| suppliers| communities;employees;0.000245263;0.005916978;0.00015329;0.625;105.6282383;0.000151838;2.650888058;0.990775836
suppliers| communities;employees| customers;0.000245263;0.002513949;0.00015329;0.625;248.6128049;0.000152673;2.659962802;0.996222018
suppliers| regulators| communities;customers;0.000122632;0.008461586;0.000122632;1;118.1811594;0.000121594;inf;0.991660023
customers| suppliers| communities;regulators;0.000245263;0.005365136;0.000122632;0.5;93.19428571;0.000121316;1.989269728;0.98951242
customers| regulators| communities;suppliers;0.000214605;0.003740266;0.000122632;0.571428571;152.7775176;0.000121829;2.324606046;0.993667781
suppliers| communities;regulators| customers;0.000245263;0.001318291;0.000122632;0.5;379.2790698;0.000122308;1.997363419;0.997608096
suppliers| regulatory bodies;customers;0.000214605;0.008461586;0.00015329;0.714285714;84.41511387;0.000151474;3.47038445;0.988365889
organization| planning;management;0.000306579;0.009779876;0.000183948;0.6;61.35047022;0.000180949;2.47555031;0.984001881
assessment| planning;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
planning| evaluation;management;0.000337237;0.009779876;0.000183948;0.545454545;55.77315474;0.000180649;2.178484272;0.982401529
planning| evaluation;implementation;0.000337237;0.004384082;0.000183948;0.545454545;124.4170375;0.000182469;2.190355019;0.992297155
implementation| evaluation;planning;0.000429211;0.002759213;0.000183948;0.428571429;155.3238095;0.000182763;1.745171378;0.993988468
planning| implementation;evaluation;0.000398553;0.006499479;0.000183948;0.461538462;71.01161103;0.000181357;1.845072396;0.986310893
planning| implementation| evaluation;management;0.000183948;0.009779876;0.000122632;0.666666667;68.16718913;0.000120833;2.970660372;0.985511468
planning| evaluation| management;implementation;0.000183948;0.004384082;0.000122632;0.666666667;152.0652681;0.000121825;2.986847753;0.993606648
implementation| evaluation| management;planning;0.000183948;0.002759213;0.000122632;0.666666667;241.6148148;0.000122124;2.991722362;0.996044401
planning| implementation| management;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
planning| evaluation;analysis;0.000337237;0.010331719;0.00015329;0.454545455;43.99514432;0.000149805;1.814391849;0.977599902
planning| analysis;evaluation;0.000183948;0.006499479;0.00015329;0.833333333;128.2154088;0.000152094;5.961003127;0.992383172
collaboration| communication;management;0.000398553;0.009779876;0.000245263;0.615384615;62.9235592;0.000241366;2.574572322;0.984500077
collaboration| management;communication;0.000367895;0.001563554;0.000245263;0.666666667;426.379085;0.000244688;2.995309338;0.998021836
communication| management;collaboration;0.000429211;0.002238028;0.000245263;0.571428571;255.3268102;0.000244303;2.328111268;0.996511164
organization| communication;management;0.000337237;0.009779876;0.000245263;0.727272727;74.36420633;0.000241965;3.630807121;0.986885485
communication| management;organization;0.000429211;0.005916978;0.000245263;0.571428571;96.57438934;0.000242724;2.319527051;0.990070237
organization| collaboration;communication;0.000275921;0.001563554;0.000214605;0.777777778;497.4422658;0.000214174;4.492964008;0.998265159
organization| communication;collaboration;0.000337237;0.002238028;0.000214605;0.636363636;284.3412204;0.000213851;2.743845423;0.996819263
collaboration| communication;organization;0.000398553;0.005916978;0.000214605;0.538461538;91.00278996;0.000212247;2.153846547;0.989405656
organization| collaboration| communication;management;0.000214605;0.009779876;0.000183948;0.857142857;87.64352888;0.000181849;6.931540867;0.988802347
organization| collaboration| management;communication;0.000245263;0.001563554;0.000183948;0.75;479.6764706;0.000183564;3.993745785;0.998160074
organization| communication| management;collaboration;0.000245263;0.002238028;0.000183948;0.75;335.1164384;0.000183399;3.991047888;0.997260554
collaboration| communication| management;organization;0.000245263;0.005916978;0.000183948;0.75;126.753886;0.000182496;3.976332087;0.992354084
organization| collaboration;communication| management;0.000275921;0.000429211;0.000183948;0.666666667;1553.238095;0.000183829;2.998712367;0.999632003
organization| communication;collaboration| management;0.000337237;0.000367895;0.000183948;0.545454545;1482.636364;0.000183823;2.199190631;0.999662649
collaboration| communication;organization| management;0.000398553;0.001931449;0.000183948;0.461538462;238.959707;0.000183178;1.853555881;0.996212237
collaboration| management;organization| communication;0.000367895;0.000337237;0.000183948;0.5;1482.636364;0.000183823;1.999325526;0.999693308
communication| management;organization| collaboration;0.000429211;0.000275921;0.000183948;0.428571429;1553.238095;0.000183829;1.749517138;0.999785302
organization| planning;communication;0.000306579;0.001563554;0.000122632;0.4;255.827451;0.000122152;1.664060744;0.99639659
planning| communication;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
planning| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
organization| communication| management;planning;0.000245263;0.002759213;0.000122632;0.5;181.2111111;0.000121955;1.994481575;0.994725544
organization| communication| planning;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
organization| management| planning;communication;0.000183948;0.001563554;0.000122632;0.666666667;426.379085;0.000122344;2.995309338;0.997838219
planning| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| planning;communication| management;0.000306579;0.000429211;0.000122632;0.4;931.9428571;0.0001225;1.665951315;0.999233317
planning| communication;organization| management;0.000122632;0.001931449;0.000122632;1;517.7460317;0.000122395;inf;0.998190961
collaboration| complexity;communication;0.000306579;0.001563554;0.000122632;0.4;255.827451;0.000122152;1.664060744;0.99639659
complexity| communication;collaboration;0.00015329;0.002238028;0.000122632;0.8;357.4575342;0.000122289;4.98880986;0.997355349
organization| communication;evaluation;0.000337237;0.006499479;0.00015329;0.454545455;69.93567753;0.000151098;1.821417622;0.986033674
evaluation| communication;organization;0.000245263;0.005916978;0.00015329;0.625;105.6282383;0.000151838;2.650888058;0.990775836
evaluation| communication;management;0.000245263;0.009779876;0.00015329;0.625;63.90673981;0.000150891;2.640586997;0.984593683
collaboration| evaluation;communication;0.000245263;0.001563554;0.000122632;0.5;319.7843137;0.000122248;1.996872892;0.997117449
evaluation| communication;collaboration;0.000245263;0.002238028;0.000122632;0.5;223.4109589;0.000122083;1.995523944;0.995768169
organization| evaluation| communication;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
organization| evaluation| management;communication;0.000275921;0.001563554;0.000122632;0.444444444;284.2527233;0.0001222;1.797185603;0.99675703
organization| communication| management;evaluation;0.000245263;0.006499479;0.000122632;0.5;76.92924528;0.000121038;1.987001042;0.987243177
evaluation| communication| management;organization;0.00015329;0.005916978;0.000122632;0.8;135.2041451;0.000121725;4.970415108;0.992755956
evaluation| communication;organization| management;0.000245263;0.001931449;0.000122632;0.5;258.8730159;0.000122158;1.996137102;0.996381478
organization| collaboration| evaluation;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
organization| collaboration| communication;evaluation;0.000214605;0.006499479;0.000122632;0.571428571;87.91913747;0.000121237;2.318167883;0.988838122
organization| evaluation| communication;collaboration;0.00015329;0.002238028;0.000122632;0.8;357.4575342;0.000122289;4.98880986;0.997355349
collaboration| evaluation| communication;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| collaboration;evaluation| communication;0.000275921;0.000245263;0.000122632;0.444444444;1812.111111;0.000122564;1.799558526;0.999724003
collaboration| evaluation;organization| communication;0.000245263;0.000337237;0.000122632;0.5;1482.636364;0.000122549;1.999325526;0.999570684
evaluation| communication;organization| collaboration;0.000245263;0.000275921;0.000122632;0.5;1812.111111;0.000122564;1.999448157;0.999693346
organization| communication;monitoring;0.000337237;0.002759213;0.00015329;0.454545455;164.7373737;0.000152359;1.828274777;0.994265035
organization| monitoring;communication;0.000245263;0.001563554;0.00015329;0.625;399.7303922;0.000152906;2.66249719;0.997743024
communication| monitoring;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
communication| monitoring;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
evaluation| communication;monitoring;0.000245263;0.002759213;0.000122632;0.5;181.2111111;0.000121955;1.994481575;0.994725544
communication| monitoring;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
organization| communication| management;monitoring;0.000245263;0.002759213;0.000122632;0.5;181.2111111;0.000121955;1.994481575;0.994725544
organization| monitoring| management;communication;0.000214605;0.001563554;0.000122632;0.571428571;365.4677871;0.000122296;2.329685041;0.997477845
organization| communication| monitoring;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
monitoring| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| monitoring;communication| management;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
